Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Creative Cosmos 15 GmbH,-,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Advertising,Pantaflix AG (XTRA:PAL) - Form Doc,"Creative Cosmos 15 GmbH creates and produces marketing concepts for films, brands, and people. The company was founded in 2016 and is based in Munich, Germany. As of December 18, 2018, Creative Cosmos 15 GmbH operates as a subsidiary of Pantaflix AG."
CT Automotive Group plc (AIM:CTA),AIM:CTA,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,CT Automotive Group plc (AIM:CTA) 2024 Form ,"CT Automotive Group plc designs, develops, manufactures, and supplies automotive interior components and kinematic assemblies for automotive brands in the United Kingdom and internationally. The company operates through Tooling and Production segments. It offers air registers; wrapped trim panels, shifter assemblies, and lid consoles; decorative finishes; mechanical assemblies, including deployable cup holders, docking stations, and storage bins; light guides; and HVAC doors and assemblies. The company also design, development, and sells tooling products. It serves its products to automotive original equipment suppliers and tier-one manufacturers. CT Automotive Group plc was founded in 2000 and is headquartered in Portsmouth, the United Kingdom."
CT Automotive Group plc (AIM:CTA),AIM:CTA,Automobili Lamborghini S.p.A.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,CT Automotive Group plc (AIM:CTA) 2024 Form ,"CT Automotive Group plc designs, develops, manufactures, and supplies automotive interior components and kinematic assemblies for automotive brands in the United Kingdom and internationally. The company operates through Tooling and Production segments. It offers air registers; wrapped trim panels, shifter assemblies, and lid consoles; decorative finishes; mechanical assemblies, including deployable cup holders, docking stations, and storage bins; light guides; and HVAC doors and assemblies. The company also design, development, and sells tooling products. It serves its products to automotive original equipment suppliers and tier-one manufacturers. CT Automotive Group plc was founded in 2000 and is headquartered in Portsmouth, the United Kingdom."
CT Automotive Group plc (AIM:CTA),AIM:CTA,Bentley Motors Limited,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,CT Automotive Group plc (AIM:CTA) 2024 Form ,"CT Automotive Group plc designs, develops, manufactures, and supplies automotive interior components and kinematic assemblies for automotive brands in the United Kingdom and internationally. The company operates through Tooling and Production segments. It offers air registers; wrapped trim panels, shifter assemblies, and lid consoles; decorative finishes; mechanical assemblies, including deployable cup holders, docking stations, and storage bins; light guides; and HVAC doors and assemblies. The company also design, development, and sells tooling products. It serves its products to automotive original equipment suppliers and tier-one manufacturers. CT Automotive Group plc was founded in 2000 and is headquartered in Portsmouth, the United Kingdom."
CT Automotive Group plc (AIM:CTA),AIM:CTA,Skoda Auto a.s.,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,CT Automotive Group plc (AIM:CTA) 2024 Form ,"CT Automotive Group plc designs, develops, manufactures, and supplies automotive interior components and kinematic assemblies for automotive brands in the United Kingdom and internationally. The company operates through Tooling and Production segments. It offers air registers; wrapped trim panels, shifter assemblies, and lid consoles; decorative finishes; mechanical assemblies, including deployable cup holders, docking stations, and storage bins; light guides; and HVAC doors and assemblies. The company also design, development, and sells tooling products. It serves its products to automotive original equipment suppliers and tier-one manufacturers. CT Automotive Group plc was founded in 2000 and is headquartered in Portsmouth, the United Kingdom."
CT Automotive Group plc (AIM:CTA),AIM:CTA,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,CT Automotive Group plc (AIM:CTA) 2024 Form ,"CT Automotive Group plc designs, develops, manufactures, and supplies automotive interior components and kinematic assemblies for automotive brands in the United Kingdom and internationally. The company operates through Tooling and Production segments. It offers air registers; wrapped trim panels, shifter assemblies, and lid consoles; decorative finishes; mechanical assemblies, including deployable cup holders, docking stations, and storage bins; light guides; and HVAC doors and assemblies. The company also design, development, and sells tooling products. It serves its products to automotive original equipment suppliers and tier-one manufacturers. CT Automotive Group plc was founded in 2000 and is headquartered in Portsmouth, the United Kingdom."
Cummins Inc. (NYSE:CMI),NYSE:CMI,MAN Latin America Ltda,"Subsidiary/Investment
                         ",Supplier,Construction Machinery and Heavy Transportation Equipment,Cummins Inc. (NYSE:CMI) 2024 Form 10-K,"Cummins Inc. designs, manufactures, distributes, and services diesel and natural gas engines, electric and hybrid powertrains, and related components worldwide. It operates through five segments: Engine, Distribution, Components, Power Systems, and Accelera. The company offers diesel and natural gas-powered engines under the Cummins and other customer brands for the heavy and medium-duty truck, bus, recreational vehicle, light-duty automotive, construction, mining, marine, rail, oil and gas, defense, and agricultural markets; and offers parts and services, as well as remanufactured parts and engines. It provides power generation systems, horsepower engines, heavy and medium duty engines, application engineering services, custom-designed assemblies, retail and wholesale aftermarket parts, and in-shop and field-based repair services. In addition, the company offers emission solutions; turbochargers; air and fuel filters, fuel water separators, lube and hydraulic filters, coolants, fuel additives, and other filtration systems; and electronic control modules, sensors, and supporting software, as well as new, replacement, and remanufactured fuel systems. Further, it provides automated transmissions; standby and prime power generators, controls, paralleling systems, and transfer switches, as well as A/C generator/alternator products under the Stamford and AVK brands; and electrified power systems with components and subsystems, including battery, fuel cell, and hydrogen production technologies. Additionally, it offers filtration, aftertreatment, controls systems, air handling systems, and electric power generation systems, and batteries. It sells its products to original equipment manufacturers, distributors, dealers, and other customers. The company was formerly known as Cummins Engine Company and changed its name to Cummins Inc. in 2001. Cummins Inc. was founded in 1919 and is headquartered in Columbus, Indiana."
Cummins Inc. (NYSE:CMI),NYSE:CMI,Traton SE (XTRA:8TRA),"Subsidiary/Investment
                         ",Supplier,Construction Machinery and Heavy Transportation Equipment,Cummins Inc. (NYSE:CMI) 2024 Form 10-K,"Cummins Inc. designs, manufactures, distributes, and services diesel and natural gas engines, electric and hybrid powertrains, and related components worldwide. It operates through five segments: Engine, Distribution, Components, Power Systems, and Accelera. The company offers diesel and natural gas-powered engines under the Cummins and other customer brands for the heavy and medium-duty truck, bus, recreational vehicle, light-duty automotive, construction, mining, marine, rail, oil and gas, defense, and agricultural markets; and offers parts and services, as well as remanufactured parts and engines. It provides power generation systems, horsepower engines, heavy and medium duty engines, application engineering services, custom-designed assemblies, retail and wholesale aftermarket parts, and in-shop and field-based repair services. In addition, the company offers emission solutions; turbochargers; air and fuel filters, fuel water separators, lube and hydraulic filters, coolants, fuel additives, and other filtration systems; and electronic control modules, sensors, and supporting software, as well as new, replacement, and remanufactured fuel systems. Further, it provides automated transmissions; standby and prime power generators, controls, paralleling systems, and transfer switches, as well as A/C generator/alternator products under the Stamford and AVK brands; and electrified power systems with components and subsystems, including battery, fuel cell, and hydrogen production technologies. Additionally, it offers filtration, aftertreatment, controls systems, air handling systems, and electric power generation systems, and batteries. It sells its products to original equipment manufacturers, distributors, dealers, and other customers. The company was formerly known as Cummins Engine Company and changed its name to Cummins Inc. in 2001. Cummins Inc. was founded in 1919 and is headquartered in Columbus, Indiana."
Dana Incorporated (NYSE:DAN),NYSE:DAN,Traton SE (XTRA:8TRA),"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Dana Incorporated (NYSE:DAN) 2024 Form 10-K,"Dana Incorporated, together with its subsidiaries, provides power-conveyance and energy-management solutions for vehicles and machinery in North America, Europe, South America, and the Asia Pacific. The company operates through four segments: Light Vehicle Drive Systems, Commercial Vehicle Drive and Motion Systems, Off-Highway Drive and Motion Systems, and Power Technologies. It offers drive systems, including axles, driveshafts, transmission, and wheel and track drives; motion systems, such as winches, slew drives, and hub drives; and electrodynamic technologies comprised of motors, inverters, software and control systems, battery-management systems, and fuel cell plates. The company also provides sealing solutions, such as gaskets, seals, cam covers, and oil pan modules; thermal-management technologies, including transmission and engine oil cooling, battery and electronics cooling, charge air cooling, and thermal-acoustical protective shielding; and digital solutions that include active and passive system controls, as well as descriptive and predictive analytics. It serves vehicle manufacturers in the global light vehicle, medium/heavy vehicle, and off-highway markets, as well as the stationary industrial market. The company was formerly known as Dana Holding Corporation and changed its name to Dana Incorporated in August 2016. Dana Incorporated was founded in 1904 and is headquartered in Maumee, Ohio."
Dana Incorporated (NYSE:DAN),NYSE:DAN,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Dana Incorporated (NYSE:DAN) 2024 Form 10-K,"Dana Incorporated, together with its subsidiaries, provides power-conveyance and energy-management solutions for vehicles and machinery in North America, Europe, South America, and the Asia Pacific. The company operates through four segments: Light Vehicle Drive Systems, Commercial Vehicle Drive and Motion Systems, Off-Highway Drive and Motion Systems, and Power Technologies. It offers drive systems, including axles, driveshafts, transmission, and wheel and track drives; motion systems, such as winches, slew drives, and hub drives; and electrodynamic technologies comprised of motors, inverters, software and control systems, battery-management systems, and fuel cell plates. The company also provides sealing solutions, such as gaskets, seals, cam covers, and oil pan modules; thermal-management technologies, including transmission and engine oil cooling, battery and electronics cooling, charge air cooling, and thermal-acoustical protective shielding; and digital solutions that include active and passive system controls, as well as descriptive and predictive analytics. It serves vehicle manufacturers in the global light vehicle, medium/heavy vehicle, and off-highway markets, as well as the stationary industrial market. The company was formerly known as Dana Holding Corporation and changed its name to Dana Incorporated in August 2016. Dana Incorporated was founded in 1904 and is headquartered in Maumee, Ohio."
"DBG Technology Co., Ltd. (SZSE:300735)",SZSE:300735,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Consumer Electronics,"DBG Technology Co., Ltd. (SZSE:300735) - Form Doc","DBG Technology Co., Ltd. provides various electronics manufacturing services (EMS) worldwide. It manufactures mobile and communications network devices, automation system modules, inverters, and analyzers, as well as offers IoT and other customized electronic solutions. The company also provides product design and development, material procurement, lean manufacturing, and logistics solutions. It serves communication and wireless, automotive, smart building/home, energy and industrial, and healthcare markets. The company was incorporated in 1995 and is headquartered in Huizhou, China. DBG Technology Co., Ltd. is a subsidiary of Guanghong Investment Co., Ltd."
"DBG Technology Co., Ltd. (SZSE:300735)",SZSE:300735,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Consumer Electronics,"DBG Technology Co., Ltd. (SZSE:300735) - Form Doc","DBG Technology Co., Ltd. provides various electronics manufacturing services (EMS) worldwide. It manufactures mobile and communications network devices, automation system modules, inverters, and analyzers, as well as offers IoT and other customized electronic solutions. The company also provides product design and development, material procurement, lean manufacturing, and logistics solutions. It serves communication and wireless, automotive, smart building/home, energy and industrial, and healthcare markets. The company was incorporated in 1995 and is headquartered in Huizhou, China. DBG Technology Co., Ltd. is a subsidiary of Guanghong Investment Co., Ltd."
DEE Development Engineers Limited (NSEI:DEEDEV),NSEI:DEEDEV,MAN Energy Solutions SE,"Subsidiary/Investment
                         ",Supplier,Industrial Machinery and Supplies and Components,DEE Development Engineers Limited (NSEI:DEEDEV) 2024 Form Doc,"DEE Development Engineers Limited manufactures and sells prefabricated engineering products, pipe fittings, and piping systems in India and internationally. It operates in three segments: Piping, Power, and Heavy Fabrication. The company offers pressure piping systems, piping spools, induction pipe bends, longitudinally submerged arc welding pipes, industrial pipe fittings, pressure vessels, industrial stacks, and modular skids, as well as boiler superheater coils, de-super heaters, and other customized manufactured components. It also provides engineering services comprising support, pre-bid, basic, layout, material, detailed, and pipe support engineering, as well as power and process piping, modular skid, stress analysis, and Indian boiler regulations; and wind turbine towers. In addition, the company generates biomass-based power. It serves the thermal and nuclear power, oil and gas, petrochemical and refinery, process, desalination plant, cement, and other industries. DEE Development Engineers Limited was incorporated in 1988 and is headquartered in Faridabad, India."
Deneb Investments Limited (JSE:DNB),JSE:DNB,Volkswagen SA,"Subsidiary/Investment
                         ",Supplier,Multi-Sector Holdings,Deneb Investments Limited (JSE:DNB) 2024 Form Doc,"Deneb Investments Limited, an investment company, distributes branded products in South Africa and internationally. The company operates through Property; Industrial Product Manufacturing; Branded Product Distribution; and Automotive Parts Manufacturing segments. It owns and manages a portfolio of industrial and commercial properties situated in KwaZulu-Natal, the Western Cape, Limpopo, and the Eastern Cape. The company also manufactures integrated polypropylene products including custom extrusion and industrial bags; non-woven products; specialty chemicals; rainwater products; household textiles and stitch bonded fabrics, as well as environmental solutions. In addition, it sources and distributes toys, games, stationary, and leisure products through supermarket retailers, wholesalers and specialist toy, baby, pool and outdoor, and online retailers; a range of digital software products; printers; and security solutions. The company was incorporated in 2013 and is based in Cape Town, South Africa. Deneb Investments Limited is a subsidiary of Hosken Consolidated Investments Limited."
Deutsche Bank AG - New York Branch,-,"Rivian Automotive, LLC","Subsidiary/Investment
                         ",Creditor,Regional Banks,Key DevelopmentClient Announcements Feb-25-2006,"Deutsche Bank AG - New York Branch operates as a bank. The company offers monetary intermediation. The company is a residential mortgage bank. The company's deposits include deposits in transaction accounts and individual retirement accounts and Keogh plan time deposits. The company offers domestic commercial and industrial loans. Also, it provides loans which include planned and unplanned overdrafts, to governments in non-U. S. Countries, to their official institutions, and to international and regional institutions. The company offers loans for purchasing or carrying securities. It was founded in 1978 and is headquartered in New York, New York."
Deutsche Bank AG - New York Branch,-,"Rivian Holdings, LLC","Subsidiary/Investment
                         ",Creditor,Regional Banks,Key DevelopmentClient Announcements Feb-25-2006,"Deutsche Bank AG - New York Branch operates as a bank. The company offers monetary intermediation. The company is a residential mortgage bank. The company's deposits include deposits in transaction accounts and individual retirement accounts and Keogh plan time deposits. The company offers domestic commercial and industrial loans. Also, it provides loans which include planned and unplanned overdrafts, to governments in non-U. S. Countries, to their official institutions, and to international and regional institutions. The company offers loans for purchasing or carrying securities. It was founded in 1978 and is headquartered in New York, New York."
Deutsche Bank AG - New York Branch,-,"Rivian, LLC","Subsidiary/Investment
                         ",Creditor,Regional Banks,Key DevelopmentClient Announcements Feb-25-2006,"Deutsche Bank AG - New York Branch operates as a bank. The company offers monetary intermediation. The company is a residential mortgage bank. The company's deposits include deposits in transaction accounts and individual retirement accounts and Keogh plan time deposits. The company offers domestic commercial and industrial loans. Also, it provides loans which include planned and unplanned overdrafts, to governments in non-U. S. Countries, to their official institutions, and to international and regional institutions. The company offers loans for purchasing or carrying securities. It was founded in 1978 and is headquartered in New York, New York."
"Dongguan Dingtong Precision Metal Co., Ltd. (SHSE:688668)",SHSE:688668,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Electrical Components and Equipment,"Dongguan Dingtong Precision Metal Co., Ltd. (SHSE:688668) - Form ","Dongguan Dingtong Precision Metal Co., Ltd. engages in the product development, mold manufacturing, parts processing, precision injection molding, connector assembly, and automatic over molding activities in China. The company also offers precision dies, precision mold parts, high-speed communication connectors, and automotive connectors. In addition, it provides insert molding and waterproof sealing type automotive connectors for automobile factory. The company was founded in 2003 and is based in Dongguan, China."
"Dongguan Dingtong Precision Metal Co., Ltd. (SHSE:688668)",SHSE:688668,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Electrical Components and Equipment,"Dongguan Dingtong Precision Metal Co., Ltd. (SHSE:688668) - Form ","Dongguan Dingtong Precision Metal Co., Ltd. engages in the product development, mold manufacturing, parts processing, precision injection molding, connector assembly, and automatic over molding activities in China. The company also offers precision dies, precision mold parts, high-speed communication connectors, and automotive connectors. In addition, it provides insert molding and waterproof sealing type automotive connectors for automobile factory. The company was founded in 2003 and is based in Dongguan, China."
Dowway Holdings Limited (SEHK:8403),SEHK:8403,Automobili Lamborghini S.p.A.,"Subsidiary/Investment
                         ",Supplier,Advertising,Dowway Holdings Limited (SEHK:8403) 2024 Form Doc,"Dowway Holdings Limited, an investment holding company, operates as an integrated exhibition and event management company in the People's Republic of China. It operates through Exhibition and Event Related Business; and Advertising Related Business segments. The company designs, plans, coordinates, and manages exhibitions and events; is involved in the stage and venue design, feasibility studies, and procurement of construction materials and equipment; and conducts liaison with suppliers and/or personnel for the construction of backdrops, stages, and exhibition booths. It also installs audio, visual, and lighting equipment and facilities; and offers on-site supervision services. In addition, the company organizes product showcases, promotions, and sales campaigns for automobile brands. It serves the automobile industry and the information and communication technology sector. Dowway Holdings Limited was founded in 2002 and is headquartered in Beijing, China."
Dowway Holdings Limited (SEHK:8403),SEHK:8403,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Advertising,Dowway Holdings Limited (SEHK:8403) 2024 Form Doc,"Dowway Holdings Limited, an investment holding company, operates as an integrated exhibition and event management company in the People's Republic of China. It operates through Exhibition and Event Related Business; and Advertising Related Business segments. The company designs, plans, coordinates, and manages exhibitions and events; is involved in the stage and venue design, feasibility studies, and procurement of construction materials and equipment; and conducts liaison with suppliers and/or personnel for the construction of backdrops, stages, and exhibition booths. It also installs audio, visual, and lighting equipment and facilities; and offers on-site supervision services. In addition, the company organizes product showcases, promotions, and sales campaigns for automobile brands. It serves the automobile industry and the information and communication technology sector. Dowway Holdings Limited was founded in 2002 and is headquartered in Beijing, China."
Dr. Ing. h.c. F. Porsche AG (XTRA:P911),XTRA:P911,Porsche Holding Stuttgart GmbH,"Subsidiary/Investment
                         ",Supplier,Automobile Manufacturers,Dr. Ing. h.c. F. Porsche AG (XTRA:P911) - Form Doc,"Dr. Ing. h.c. F. Porsche AG engages in automotive and financial services business in Germany, Europe, North America, China, and internationally. The company engages in the development, manufacturing, and sale of vehicles, as well as provision of related services. It also offers customer and dealer financing, leasing, and mobility and other finance-related services. The company was formerly known as Porsche Fünfte Vermögensverwaltung AG and changed its name to Dr. Ing. h.c. F. Porsche AG in November 2009. The company was incorporated in 2009 and is headquartered in Stuttgart, Germany. Dr. Ing. h.c. F. Porsche AG operates as a subsidiary of Porsche Holding Stuttgart GmbH."
Dr. Ing. h.c. F. Porsche AG (XTRA:P911),XTRA:P911,Volkswagen AG (XTRA:VOW3),"Self
                         ",Creditor,Automobile Manufacturers,Dr. Ing. h.c. F. Porsche AG (XTRA:P911) - Form Doc,"Dr. Ing. h.c. F. Porsche AG engages in automotive and financial services business in Germany, Europe, North America, China, and internationally. The company engages in the development, manufacturing, and sale of vehicles, as well as provision of related services. It also offers customer and dealer financing, leasing, and mobility and other finance-related services. The company was formerly known as Porsche Fünfte Vermögensverwaltung AG and changed its name to Dr. Ing. h.c. F. Porsche AG in November 2009. The company was incorporated in 2009 and is headquartered in Stuttgart, Germany. Dr. Ing. h.c. F. Porsche AG operates as a subsidiary of Porsche Holding Stuttgart GmbH."
Dr. Ing. h.c. F. Porsche AG (XTRA:P911),XTRA:P911,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automobile Manufacturers,Dr. Ing. h.c. F. Porsche AG (XTRA:P911) - Form Doc,"Dr. Ing. h.c. F. Porsche AG engages in automotive and financial services business in Germany, Europe, North America, China, and internationally. The company engages in the development, manufacturing, and sale of vehicles, as well as provision of related services. It also offers customer and dealer financing, leasing, and mobility and other finance-related services. The company was formerly known as Porsche Fünfte Vermögensverwaltung AG and changed its name to Dr. Ing. h.c. F. Porsche AG in November 2009. The company was incorporated in 2009 and is headquartered in Stuttgart, Germany. Dr. Ing. h.c. F. Porsche AG operates as a subsidiary of Porsche Holding Stuttgart GmbH."
Drb-Hicom Auto Solutions Sdn Bhd,-,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Air Freight and Logistics,DRB-HICOM Berhad (KLSE:DRBHCOM) 2023 Form Doc,"Dhas, a subsidiary of DRB-HICOM Berhad, provides end-to-end logistics solutions for the automotive industry. Their services include importing CBU vehicles and CKD kits, forwarding and clearance, vehicle yard management, Pre-Delivery Inspection, final delivery to dealer networks, and warehouse management. They also offer complete yard management services at their Vehicle Preparation Centre in Selangor."
D-Wave Quantum Inc. (NYSE:QBTS),NYSE:QBTS,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Application Software,D-Wave Quantum Inc. (NYSE:QBTS) 2024 Form 10-K,"D-Wave Quantum Inc. develops and delivers quantum computing systems, software, and services worldwide. The company offers Advantage, a quantum computer; Ocean, a suite of open-source python tools; and Leap, a cloud-based service that provides real-time access to a live quantum computer, as well as access to Advantage, hybrid solvers, the Ocean software development kit, live code, demos, learning resources, and a developer community. It provides D-Wave Launch, a quantum professional service that guides enterprises from problem discovery through production implementation. The company’s quantum solutions are used in scheduling, mobility, logistics, drug discovery, portfolio optimization, manufacturing processes, and other. D-Wave Quantum Inc. was founded in 1999 and is headquartered in Burnaby, Canada."
Eisenwerk Erla GmbH,-,AUDI AG,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Dynamatic Technologies Limited (BSE:505242) - Form Doc,"Eisenwerk Erla GmbH develops and manufactures castings made of cast iron materials for automotive industries. It offers turbine housings, exhaust pipes, exhaust gas lines, U-bend products, channel plates, bearing covers, lanchester housings, crankshaft bearing caps, holder turbochargers, and support straps. The company also provides its products for manufacturers (turbines, compressors, and drive technologies), mechanical engineering markets, and construction and agricultural machine applications. It serves customers worldwide. The company was founded in 1330 and is based in Schwarzenberg, Germany with production facilities in India and Germany. As of June 2, 2011, Eisenwerk Erla GmbH operates as a subsidiary of JKM Erla Automotive Ltd."
Eisenwerk Erla GmbH,-,MAN Truck & Bus Deutschland GmbH,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Dynamatic Technologies Limited (BSE:505242) - Form Doc,"Eisenwerk Erla GmbH develops and manufactures castings made of cast iron materials for automotive industries. It offers turbine housings, exhaust pipes, exhaust gas lines, U-bend products, channel plates, bearing covers, lanchester housings, crankshaft bearing caps, holder turbochargers, and support straps. The company also provides its products for manufacturers (turbines, compressors, and drive technologies), mechanical engineering markets, and construction and agricultural machine applications. It serves customers worldwide. The company was founded in 1330 and is based in Schwarzenberg, Germany with production facilities in India and Germany. As of June 2, 2011, Eisenwerk Erla GmbH operates as a subsidiary of JKM Erla Automotive Ltd."
Eisenwerk Erla GmbH,-,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,Automotive Parts and Equipment,Dynamatic Technologies Limited (BSE:505242) - Form Doc,"Eisenwerk Erla GmbH develops and manufactures castings made of cast iron materials for automotive industries. It offers turbine housings, exhaust pipes, exhaust gas lines, U-bend products, channel plates, bearing covers, lanchester housings, crankshaft bearing caps, holder turbochargers, and support straps. The company also provides its products for manufacturers (turbines, compressors, and drive technologies), mechanical engineering markets, and construction and agricultural machine applications. It serves customers worldwide. The company was founded in 1330 and is based in Schwarzenberg, Germany with production facilities in India and Germany. As of June 2, 2011, Eisenwerk Erla GmbH operates as a subsidiary of JKM Erla Automotive Ltd."
Elior Group SA (ENXTPA:ELIOR),ENXTPA:ELIOR,"SEAT, S.A.","Subsidiary/Investment
                         ",Supplier,Restaurants,Elior Group SA (ENXTPA:ELIOR) - Form Doc,"Elior Group SA offers contract catering and support services in France and internationally. The company provides contract catering services to business and industry, education, and healthcare sectors under the Elior brand. It also offers a range of value-added services under the Elior Services brand, such as cleaning services, facility management, electrical and climate engineering, multi-technology maintenance, hosting and reception services, remote surveillance, energy efficiency, public lighting, green spaces, temporary employment agencies, and subcontracting in the engineering and aerospace industries, etc. The company operates approximately 20,250 restaurants and points of sale. Elior Group SA was founded in 1991 and is headquartered in Paris, France."
Emakina Group SA,-,"SEAT, S.A.","Subsidiary/Investment
                         ",Supplier,IT Consulting and Other Services,Emakina Group SA - Form Doc,"Emakina Group SA operates as a digital agency in Europe and internationally. It offers services in the areas of insights and advisory; web building and integration; connected commerce and retail marketing; applications, innovation, and service design; digital marketing, performance, and data science; communication; content production and motion; and media planning and buying. The company also provides e–commerce and web building, application development, marketplaces management, and influencer marketing services; written, audiovisual, and interactive content services; market and consumer research, user experience design, identity design, and brand positioning support and content strategy services; and user insights, digital advertising, marketing automation, content and motion design, customer relationship management, loyalty and engagement, data science, artificial intelligence, and analytic services. Emakina Group SA was founded in 2001 and is based in Brussels, Belgium. Emakina Group SA operates as a subsidiary of EPAM Systems, Inc."
Emakina Group SA,-,Volkswagen AG (XTRA:VOW3),"Self
                         ",Supplier,IT Consulting and Other Services,Emakina Group SA - Form Doc,"Emakina Group SA operates as a digital agency in Europe and internationally. It offers services in the areas of insights and advisory; web building and integration; connected commerce and retail marketing; applications, innovation, and service design; digital marketing, performance, and data science; communication; content production and motion; and media planning and buying. The company also provides e–commerce and web building, application development, marketplaces management, and influencer marketing services; written, audiovisual, and interactive content services; market and consumer research, user experience design, identity design, and brand positioning support and content strategy services; and user insights, digital advertising, marketing automation, content and motion design, customer relationship management, loyalty and engagement, data science, artificial intelligence, and analytic services. Emakina Group SA was founded in 2001 and is based in Brussels, Belgium. Emakina Group SA operates as a subsidiary of EPAM Systems, Inc."
eMan a.s. (SEP:EMAN),SEP:EMAN,Skoda Auto a.s.,"Subsidiary/Investment
                         ",Supplier,Application Software,eMan a.s. (SEP:EMAN) - Form ,"eMan a.s. develops applications for smartphones, tablets, websites, cars, and other smart devices in the Czech Republic, Europe, and North America. The company offers various services, including mobile and web application development, UI and UX design, outsourcing, consulting services, biometric and electronic signatures, mobile device management, support and service, and other services. It also provides eMan Bank ID, design systems, and eCommerce solutions; and operates customer portals. The company serves banking and finance, power engineering and utility, industry and transport, telecommunication and service, retail, nonprofit and public, and other sectors. eMan a.s. was founded in 2010 and is headquartered in Prague, the Czech Republic."
"Embark Technology, Inc.",-,"Navistar, Inc.","Subsidiary/Investment
                         ",Supplier,Application Software,"Embark Technology, Inc. 2022 Form S-1","Embark Technology, Inc. develops autonomous driving software solutions for the truck freight industry in the United States. Its solutions include Embark Driver, an automated driving system software; Embark Universal Interface, an interoperable self-driving stack that works across truck OEM platforms; and Embark Guardian, a cloud-based autonomous fleet management solution that gives carriers control over dispatching and management of their autonomous fleet operations. Embark Technology, Inc. was incorporated in 2016 and is headquartered in San Francisco, California. As of August 2, 2023, Embark Technology, Inc. operates as a subsidiary of Applied Intuition, Inc."
"Embark Technology, Inc.",-,Traton SE (XTRA:8TRA),"Subsidiary/Investment
                         ",Supplier,Application Software,"Embark Technology, Inc. 2023 Form 10-K","Embark Technology, Inc. develops autonomous driving software solutions for the truck freight industry in the United States. Its solutions include Embark Driver, an automated driving system software; Embark Universal Interface, an interoperable self-driving stack that works across truck OEM platforms; and Embark Guardian, a cloud-based autonomous fleet management solution that gives carriers control over dispatching and management of their autonomous fleet operations. Embark Technology, Inc. was incorporated in 2016 and is headquartered in San Francisco, California. As of August 2, 2023, Embark Technology, Inc. operates as a subsidiary of Applied Intuition, Inc."
Embassy Pune Techzone Private Limited,-,Volkswagen IT Services India Pvt. Ltd.,"Subsidiary/Investment
                         ",Landlord,Construction and Engineering,Embassy Office Parks REIT (NSEI:EMBASSY) 2024 Form Doc,There is no business description for this supplier.
Emotive Pty Limited,-,Audi Australia Pty Limited,"Subsidiary/Investment
                         ",Supplier,Advertising,ARN Media Limited (ASX:A1N) 2024 Form Doc,"Emotive is an independent creative company that focuses on creating ideas to change the way people feel about brands. They offer services in advertising, entertainment, experiences, products, and design. The company aims to help brands connect with their audience by providing empathy-based solutions. Emotive is structured to effectively and collaboratively respond to their clients' business needs."
