Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
"Parade Technologies, Ltd. (TPEX:4966)",TPEX:4966,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Semiconductors,"Parade Technologies, Ltd. (TPEX:4966) 2024 Form Doc","Parade Technologies, Ltd. operates as a fabless semiconductor company in South Korea, China, Taiwan, Japan, and internationally. It engages in the research and development, and marketing and sale of high-speed interface standards, and touch controller and display processing integrated circuit (IC) chips for products used in computers, consumer electronics, and display panels. The company’s products portfolio comprises high-speed interface ICs, including PCI Express/SATA, USBs, DisplayPorts, HDMIs, and protocol converters; display and touch integrated system ICs, such as touch embedded TCONs and source drivers, touch and gate level shifters, embedded DisplayPort timing controllers, display panel source drivers, Tcons with embedded source drivers and touch, touch and display driver integrated products, and DisplayPort LCD monitor controllers; truetouch touch screen controllers; and automotive ICs. Parade Technologies, Ltd. was incorporated in 2005 and is based in Grand Cayman, Cayman Islands."
Rambus Inc. (NasdaqGS:RMBS),NasdaqGS:RMBS,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Licensor,Semiconductors,Rambus Inc. (NasdaqGS:RMBS) 2024 Form 10-K,"Rambus Inc. provides semiconductor products in the United States, South Korea, Singapore, and internationally. The company offers DDR memory interface chips, including DDR5 and DDR4 memory interface chips to module manufacturers, OEMs, and hyperscalers; silicon IP, such as interface and security IP solutions that move and protect data in advanced data center, government, and automotive applications; and interface IP solutions for high-speed memory and chip-to-chip digital controller IP. It also provides a portfolios of security IP solutions, including crypto cores, hardware roots of trust, high-speed protocol engines, and chip provisioning technologies; and portfolio of patents that covers memory architecture, high-speed serial links, and security products. It markets its products and services through its direct sales force and distributors. Rambus Inc. was incorporated in 1990 and is headquartered in San Jose, California."
Ribbon Communications Inc. (NasdaqGS:RBBN),NasdaqGS:RBBN,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Communications Equipment,Ribbon Communications Inc. (NasdaqGS:RBBN) 2024 Form 10-K,"Ribbon Communications Inc. provides communications technology in the United States, Europe, the Middle East, Africa, the Asia Pacific, and internationally. It operates through two segments, Cloud and Edge, and IP Optical Networks. The Cloud and Edge segment provides software and hardware products, solutions, and services for voice over internet protocol communications, voice over long-term evolution, and voice over 5G communications, and unified communications and collaboration. It also offers session border controllers; and network transformation products, such as signaling products, call controllers, media gateways, and application servers. This segment serves private, public, or hybrid cloud infrastructures, as well as data centers, enterprise premises, and service provider networks. The IP Optical Networks segment provides hardware and software products and solutions for IP networking, switching, routing, and optical transport for technologies, such as 5G, distributed cloud computing, and corresponding applications. It also offers multiple solutions, including 5G-native solutions for mobile-backhaul, metro and edge aggregation, core networking, data center interconnect, multi-service access, and transport solutions for wholesale carriers. This segment serves utilities, government, defense, finance, transportation, and education and research industries, as well as service providers and enterprises. The company was formerly known as Sonus Networks, Inc. and changed its name to Ribbon Communications Inc. in November 2017. Ribbon Communications Inc. was founded in 1997 and is headquartered in Plano, Texas."
"Samsung Electronics Co., Ltd. (KOSE:A005930)",KOSE:A005930,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals",NVIDIA Corporation (NasdaqGS:NVDA) 2024 Form 10-K,"Samsung Electronics Co., Ltd. engages in the consumer electronics, information technology and mobile communications, and device solutions businesses worldwide. The company offers smartphones, tablets, watches, and accessories; TVs, projectors, and sound devices; home appliances, including refrigerators, washing machines and dryers, vacuum cleaners, cooking appliances, dishwashers, air conditioners, and air purifiers; monitors and memory storage products; displays, and smart and LED signages; and other accessories. It also engages in venture capital investments, cloud services, network devices installation, semiconductor equipment maintenance services, digital advertising platforms, marketing, consulting, connected services, logistics, financing, and software design activities; toll processing of display panels and semiconductors; development and sale of network solutions; manufactures semiconductors and food; provision of repair services for electronic devices; and development and supply of semiconductor process defect and quality control software, as well as digital televisions, foundry, system large scale integration, connected car systems, audio and visual products, enterprise automation solutions, and connected services. Samsung Electronics Co., Ltd. was incorporated in 1969 and is based in Suwon, South Korea."
"Samsung Semiconductor, Inc.",-,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Semiconductors,NVIDIA Corporation (NasdaqGS:NVDA) 2023 Form 10-K,"Samsung Semiconductor, Inc. designs and manufactures semiconductors, liquid-crystal display (LCD) panels, and memory products. The company offers memory products, including dynamic random access memory (DRAM) semiconductor devices, flash solid state drives (SSD), PCIe Gen4 SSDs, and DDR5 devices; system-on-chip (SoC) and image sensors, including ISOCELL image sensors for mobile devices and Exynos processors; display screens, including LCD and organic light-emitting diode (OLED) panels for televisions, mobile phones, and digital signage products; and light-emitting diode (LED) components. It also provides Samsung foundry services, including electronic design automation (EDA) solutions, product intellectual property (IP), design services, and packaging and testing services. The company serves clients in the data centers, automotive, Internet of Things (IoT), mobile and consumer electronics, and gaming industries. Samsung Semiconductor, Inc. was formerly known as Samsung Semiconductor, Inc., of California and changed its name to Samsung Semiconductor, Inc. in May 1985. The company was incorporated in 1983 and is based in San Jose, California. As of February 25, 2020, Samsung Semiconductor, Inc. operates as a subsidiary of Samsung Electronics America, Inc."
"Siliconware Precision Industries Co., Ltd.",-,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Semiconductors,NVIDIA Corporation (NasdaqGS:NVDA) 2023 Form 10-K,"Siliconware Precision Industries Co., Ltd. provides semiconductor packaging, wafer bumping, wafer sort, assembly, and testing services in North America, China, Taiwan, Europe, and internationally. The company offers assembly services, such as substrate, lead frame, and bumping mask design services, as well as reliability test and failure analysis, and consultation services through design and package characterization centers. It provides testing solutions that include digital and mixed signal devices, as well as test engineering services; and post-test services, which comprise marking, lead/ball scan, baking, tape and reel, dry pack, and drop shipment. The company offers wafer bumping services, including printed bump, plated bump, and ball placement technology with eutectic, lead free, and copper pillar materials. It also provides lead frame and substrate base packages, such as ball grid array (BGA) package technology for microprocessors/controllers, DSPs, ASICs, gate arrays, memory, and PC chipsets; and chip scale packages for memory, microprocessors/controllers, analog, Flash, SRAM, DRAM, ASICs, DSPs, RF devices, and PLDs. In addition, the company offers stack die packages for wireless and portable products, and memory cards; multi-package BGA to repack ICs into a single package; and quad and dual packages for low pin count applications, as well as laptop PCs, communication devices, cordless/RF, memory, micro-controllers/processors, ASIC, DSP, gate arrays (FPGA/PLD), SRAMs, PC chipsets, telecom, disk drives, pagers, wireless, CATV/RF modules, and video/audio. Further, it provides SOP and QFP packages; wafer thinning, fine pitch wire and stacked-die bonding, and flip-chip assembly technologies. The company serves fabless design houses, integrated device manufacturers, and wafer foundries. The company was founded in 1984 and is headquartered in Taichung, Taiwan. Siliconware Precision Industries Co., Ltd. operates as a subsidiary of ASE Technology Holding Co., Ltd."
SK hynix Inc. (KOSE:A000660),KOSE:A000660,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Semiconductors,NVIDIA Corporation (NasdaqGS:NVDA) 2024 Form 10-K,"SK hynix Inc., together with its subsidiaries, engages in the manufacture, distribution, and sale of semiconductor products in Korea, China, rest of Asia, the United States, and Europe. It offers DRAM, NAND storage products, SSD, MCP, and CMOS image sensors, as well as Compute Express Link (CXL), which utilizes the peripheral component interconnect express interface that helps in increasing the efficiency of CPUs, GPUs, accelerators, and memory. The company provides its products for server, networking, mobile, personal computer, consumer, and automotive applications. it is also involved in construction, business support, industrial material supply, semiconductor apparel manufacturing and baking, hospital operation, building maintenance, education, information telecommunication, investment and investment advisory, and money market trust activities. The company was formerly known as Hynix Semiconductor Inc. and changed its name to SK hynix, Inc. in March 2012. SK hynix, Inc. was founded in 1949 and is headquartered in Icheon-si, South Korea."
Taiwan Semiconductor Manufacturing Company Limited (TWSE:2330),TWSE:2330,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Semiconductors,NVIDIA Corporation (NasdaqGS:NVDA) 2024 Form 10-K,"Taiwan Semiconductor Manufacturing Company Limited, together with its subsidiaries, manufactures, packages, tests, and sells integrated circuits and other semiconductor devices in Taiwan, China, Europe, the Middle East, Africa, Japan, the United States, and internationally. It provides a range of wafer fabrication processes, including processes to manufacture complementary metal- oxide-semiconductor (CMOS) logic, mixed-signal, radio frequency, embedded memory, bipolar CMOS mixed-signal, and others. The company also offers customer and engineering support services; manufactures masks; and invests in technology start-up companies; researches, designs, develops, manufactures, packages, tests, and sells color filters; and provides investment services. Its products are used in high performance computing, smartphones, Internet of things, automotive, and digital consumer electronics. The company was incorporated in 1987 and is headquartered in Hsinchu City, Taiwan."
u-blox Holding AG (SWX:UBXN),SWX:UBXN,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Semiconductors,u-blox Holding AG (SWX:UBXN) - Form Doc,"u-blox Holding AG develops, manufactures, and markets products and services supporting GPS/GNSS satellite positioning systems for the automotive, industrial, and consumer markets in Europe, the Middle East, Africa, the United States, and the Asia Pacific. It operates through two segments, Positioning and Wireless Products, and Wireless Services. The company develops and sells chips and modules to locate and connect devices. In addition, it offers a range of GPS/GNSS positioning products, including satellite receiver chips, chips, receiver modules, receiver boards, antennas, and smart antennas for navigation, automatic vehicle location, security, traffic control, location-based services, timing, and agriculture. u-blox Holding AG was founded in 1997 and is based in Thalwil, Switzerland."
Unimicron Technology Corp. (TWSE:3037),TWSE:3037,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Electronic Components,NVIDIA Corporation (NasdaqGS:NVDA) 2023 Form 10-K,"Unimicron Technology Corp. engages in the development, manufacturing, processing, and sale of printed circuit boards, electrical equipment, electronic products, and testing and burn-in systems for integrated circuit products worldwide. The company offers HDI, ELICs, multi-layer and rigid flex PCBs, and FPC; IC carriers, such as FCCSP, FCBGA, CSP, memory modules, and coreless; connectors, including PCBeam and X-Beam; and TP & ECRM products. It also engages in the food and restaurant business; manufacture and sales of food; business management consulting; property management; and trading businesses. Unimicron Technology Corp. was incorporated in 1990 and is based in Taoyuan City, Taiwan."
"Universal Scientific Industrial Co., Ltd.",-,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,Electronic Manufacturing Services,NVIDIA Corporation (NasdaqGS:NVDA) 2023 Form 10-K,"Universal Scientific Industrial Co., Ltd. provides electronic design and manufacturing services to original equipment manufacturers in Taiwan and internationally. It offers its services for handheld devices, wireless network products, automotive electronics, storage devices, industrial computers, servers, workstations, computer motherboards, and other products. The company was founded in 1974 and is based in Nantou City, Taiwan. Universal Scientific Industrial Co. Ltd. operates as a subsidiary of ASE Technology Holding Co., Ltd."
Wistron Corporation (TWSE:3231),TWSE:3231,NVIDIA Corporation (NasdaqGS:NVDA),"Self
                         ",Supplier,"Technology Hardware, Storage and Peripherals",NVIDIA Corporation (NasdaqGS:NVDA) 2024 Form 10-K,"Wistron Corporation, together with its subsidiaries, designs, manufactures, and sells information technology products in Taiwan, Asia, and internationally. The company engages in the research, development, design, manufacture, testing, and sale of desktop computers, notebook computers, motherboards, servers, system platforms, high-speed and multi-function multiple-CPU computer systems, multi-media computers, network computers, consumer-type computers and special computers, microprocessors, CD-ROMs, PDAs, panel PCs, pocket computers, and interface cards. The company also offers video and internet telephones, video conferencing equipment, and telecommunication equipment; digital satellite TV receivers, set-top boxes, digital video decoders, and multi-media appliance products; digital cameras, CD-ROM drives, and DVD-ROM drives; wireless receiver products comprising mobile phones, wireless LAN cards, and Bluetooth communication modules; and LCD TVs and other electronic audio and visual products. In addition, it designs and merchandises computer software and programs; recycles electronic waste; and offers in vitro diagnostic devices, therapeutic equipment, intelligent assistive devices, diagnostic x-ray units, physiological signal diagnostic devices, and medical date systems. Further, the company is involved in the manufacturing, processing, and selling of electronic products for automobiles; maintenance and cleaning of electronics products; import and export trade operations; sale and maintenance of computer products and related parts and components, data storage equipment, and digital monitoring systems; internet platform development; and provision and sale of application services and consultation. The company was incorporated in 2001 and is headquartered in Taipei, Taiwan."
*denotes proprietary relationship,,,,,,,
