Supplier Name,Exchange:Ticker Symbol,Customer Name,Entity,Relationship Type,Primary Industry,Source,Business Description
Estic Corporation (TSE:6161),TSE:6161,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Industrial Machinery and Supplies and Components,Estic Corporation (TSE:6161) - Form ,"Estic Corporation designs, manufactures, and sells electric power tools, industrial robots, and automatic assembly lines in Europe, Africa, Asia, Oceania, and the Americas. The company’s products include handheld nutrunners; fixtured nutrunners; automated machine; robotic tightening; tracer arm; servo press; and other custom-made solutions. Estic Corporation was incorporated in 1993 and is headquartered in Moriguchi, Japan."
EuroGroup Laminations S.p.A. (BIT:EGLA),BIT:EGLA,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Electrical Components and Equipment,EuroGroup Laminations S.p.A. (BIT:EGLA) 2023 Form ,"EuroGroup Laminations S.p.A., together with its subsidiaries, engages in the design, production, and distribution of motor cores for electric motors and generators in Italy, rest of Europe, Middle East, Africa, North America, Mexico, the United States, Asia, and China. It operates through EV & Automotive; and Industrial segments. The company offers stators and die cast rotors; and blanked and notched laminations. Its products are used in various applications, including electric vehicle traction and non-traction applications; energy; heating, ventilation, and air conditioning; pumps; home; logistics; and industrial applications. The company serves OEMs. EuroGroup Laminations S.p.A. was founded in 1967 and is headquartered in Milan, Italy."
EXEL Industries SA (ENXTPA:EXE),ENXTPA:EXE,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Agricultural and Farm Machinery,EXEL Industries SA (ENXTPA:EXE) - Form Doc,"EXEL Industries SA engages in the manufacture and sale of agricultural spraying equipment worldwide. The company provides garden watering and spraying equipment; industrial spraying equipment; and leisure and garden equipment. It offers sugar beet harvesters; sugar beet loading machinery and carrier tractors; technical hoses; ocean-going yachts, prestigious day-sailers, and neo-classic fishing and open powerboats. The company markets its products under the Hardi, Evrard, Berthoud, Tecnoma, Nicolas, Matrot, CMC, Agrifac, Exxact Robotics, GF, Apache, Wauquiez, Rhéa Marine, Tofinou, Hozelock, Laser, HOLMER, Sames, TRICOFLEX, and Cooper Pegler brands. EXEL Industries SA was incorporated in 1952 and is headquartered in Paris, France."
"F.C.C. Co., Ltd. (TSE:7296)",TSE:7296,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,"F.C.C. Co., Ltd. (TSE:7296) - Form Doc","F.C.C. Co., Ltd. manufactures and sells clutches and material parts for automobiles, motorcycles, and general-purpose machinery in Japan and internationally. The company operates through two segments, Motorcycle Clutches and Automobile Clutches. It offers clutches, such as wet-type multi-disc, wet-type multi-disc assisted and slipper, wet-type and dry centrifugal, and racing clutches, as well as pulleys for belt converters for use in motorcycles, road sports bikes, scooters, ATVs, and racing vehicles. The company provides automobiles clutches, including automatic transmission, CVT, torque converter lockup, manual transmission, and 4WD vehicle clutches. In addition, it offers general-purpose clutches, such as FCCTRAC, a cam-type torque-sensitive limited slip differential for four-wheel ATVs, and hydraulic static transmissions for snow throwers and lawn mowers. The company was formerly known as Fuji Chemical Co., Ltd. and changed its name to F.C.C. Co., Ltd. in July 1984. F.C.C. Co., Ltd. was incorporated in 1939 and is headquartered in Hamamatsu, Japan."
Faze Three Autofab Limited,-,Ford India Private Limited,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Faze Three Autofab Limited 8/29 Form Doc,"Faze Three Autofab Limited designs, develops, manufactures, sells, and exports automotive textiles. The company offers car seat cover fabrics to automotive original equipment manufacturers. Faze Three Autofab Limited was formerly known as Aunde Faze Three Autofab Limited and changed its name to Faze Three Autofab Limited in November 2019. The company was incorporated in 1997 and is based in Mumbai, India."
Ford Credit International LLC,-,FCE Bank plc,"Subsidiary/Investment
                         ",Creditor,Consumer Finance,FCE Bank plc 2020 Form ,"Ford Credit International, Inc. offers personal loan schemes to car finance customers. It offers automobile finance products and services in Asia, Europe, and Latin America. The company was incorporated in 1937 and is based in Dearborn, Michigan. Ford Credit International, Inc. operates as a subsidiary of Ford Motor Credit Company LLC."
Ford Motor Company Limited,-,FCE Bank plc,"Subsidiary/Investment
                         ",Vendor,Automobile Manufacturers,FCE Bank plc 2020 Form ,"Ford Motor Company Limited manufactures and sells cars and commercial vehicles. The company offers small cars, family cars, SUVs, and more; vans, minibuses, vehicle conversion body equipment, rangers, transit chassis cabs, and more; and vehicle hire or rental services. It provides its products through dealers in the United Kingdom. The company was founded in 1903 and is based in Brentwood, United Kingdom. Ford Motor Company Limited operates as a subsidiary of Ford Technologies Limited."
Ford Motor Credit Company LLC,-,FCE Bank plc,"Subsidiary/Investment
                         ",Creditor,Consumer Finance,FCE Bank plc 2020 Form ,"Ford Motor Credit Company LLC, through its subsidiaries, provides various automotive financing products to and through automotive dealers in the United States, Canada, Europe, and internationally. The company offers retail financing products, such as retail installment sale contracts for new and used vehicles, and finance leases for new vehicles, to retail and commercial customers, which include leasing companies, government entities, daily rental companies, and fleet customers. It also provides wholesale loans to dealers to finance the purchase of vehicle inventory, working capital and improvements to dealership facilities, the purchase of dealership real estate, and other dealer vehicle programs. In addition, the company offers various insurance products and services, including physical damage insurance coverage for vehicles at dealer locations and vehicles in transit between final assembly plants and dealer locations; contractual liability insurance on extended service contracts; commercial automobile and general liability insurance; and surety bonds. Further, it provides Ford-branded insurance products that are underwritten by non-affiliated insurance companies. Ford Motor Credit Company LLC was formerly known as Ford Motor Credit Co. and changed its name to Ford Motor Credit Company LLC in May 2007. The company was incorporated in 1959 and is headquartered in Dearborn, Michigan. Ford Motor Credit Company LLC operates as a subsidiary of Ford Holdings LLC."
Ford Motor Credit Company LLC,-,FCE Bank plc,"Subsidiary/Investment
                         ",Vendor,Consumer Finance,FCE Bank plc 2020 Form ,"Ford Motor Credit Company LLC, through its subsidiaries, provides various automotive financing products to and through automotive dealers in the United States, Canada, Europe, and internationally. The company offers retail financing products, such as retail installment sale contracts for new and used vehicles, and finance leases for new vehicles, to retail and commercial customers, which include leasing companies, government entities, daily rental companies, and fleet customers. It also provides wholesale loans to dealers to finance the purchase of vehicle inventory, working capital and improvements to dealership facilities, the purchase of dealership real estate, and other dealer vehicle programs. In addition, the company offers various insurance products and services, including physical damage insurance coverage for vehicles at dealer locations and vehicles in transit between final assembly plants and dealer locations; contractual liability insurance on extended service contracts; commercial automobile and general liability insurance; and surety bonds. Further, it provides Ford-branded insurance products that are underwritten by non-affiliated insurance companies. Ford Motor Credit Company LLC was formerly known as Ford Motor Credit Co. and changed its name to Ford Motor Credit Company LLC in May 2007. The company was incorporated in 1959 and is headquartered in Dearborn, Michigan. Ford Motor Credit Company LLC operates as a subsidiary of Ford Holdings LLC."
Ford Motor Credit Company LLC,-,Ford Bank GmbH,"Subsidiary/Investment
                         ",Creditor,Consumer Finance,FCE Bank plc 2020 Form ,"Ford Motor Credit Company LLC, through its subsidiaries, provides various automotive financing products to and through automotive dealers in the United States, Canada, Europe, and internationally. The company offers retail financing products, such as retail installment sale contracts for new and used vehicles, and finance leases for new vehicles, to retail and commercial customers, which include leasing companies, government entities, daily rental companies, and fleet customers. It also provides wholesale loans to dealers to finance the purchase of vehicle inventory, working capital and improvements to dealership facilities, the purchase of dealership real estate, and other dealer vehicle programs. In addition, the company offers various insurance products and services, including physical damage insurance coverage for vehicles at dealer locations and vehicles in transit between final assembly plants and dealer locations; contractual liability insurance on extended service contracts; commercial automobile and general liability insurance; and surety bonds. Further, it provides Ford-branded insurance products that are underwritten by non-affiliated insurance companies. Ford Motor Credit Company LLC was formerly known as Ford Motor Credit Co. and changed its name to Ford Motor Credit Company LLC in May 2007. The company was incorporated in 1959 and is headquartered in Dearborn, Michigan. Ford Motor Credit Company LLC operates as a subsidiary of Ford Holdings LLC."
Ford Otomotiv Sanayi A.S. (IBSE:FROTO),IBSE:FROTO,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automobile Manufacturers,Ford Otomotiv Sanayi A.S. (IBSE:FROTO) - Form Doc,"Ford Otomotiv Sanayi A.S. engages in the manufacture, assembling, import, export, and sale of motor vehicles and spare parts primarily in Turkey. It offers commercial vehicles, passenger cars, and spare parts; transit and transit custom, and transit courier vehicles; and trucks, as well as engines and powertrain products. Ford Otomotiv Sanayi A.S. was founded in 1926 and is headquartered in Istanbul, Turkey."
Formex Industries (Pty) Ltd.,-,Ford Motor Company of Southern Africa (Pty) Ltd,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Deneb Investments Limited (JSE:DNB) 2024 Form Doc,"Formex Industries is a South African company that specializes in the manufacturing and supply of automotive components, including tubular and exhaust-related components. The company has been a reliable partner for South African original equipment manufacturers (OEMs) for decades and is an approved supplier to Benteler, one of the largest component manufacturers in the world. Formex Industries' technology includes laser welding, TIG welding, CNC bending and forming, and robotic welding. The Formex Tubing division is a market leader in the production of tubular components and exhaust systems. The South African automotive manufacturing industry is an important contributor to the country's economy, and Formex's dependable suppliers of high-quality components are critical to its success."
Forvia SE (ENXTPA:FRVIA),ENXTPA:FRVIA,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,Forvia SE (ENXTPA:FRVIA) - Form Doc,"Forvia SE, together with its subsidiaries, manufactures and sells automotive technology solutions in France, Germany, other European countries, the Americas, Asia, and internationally. It operates through Seating, Clean Mobility, Electronics, Lighting, and Lifecycle Solutions segments. The Seating segment designs and manufactures vehicle seats, seating frames, and comfort solutions, as well as adjustment mechanisms. The Clean Mobility segment designs and manufactures exhaust systems, solutions for fuel cell electric vehicles, and aftertreatment solutions for commercial vehicles. The Electronics segment designs and manufactures display technologies, driver assistance systems, and cockpit electronics, including HELLA electronics and Clarion electronics The Lighting segment designs and manufactures lighting technologies. The Lifecycle Solutions segment provides solutions extending the vehicle lifecycle, as well as workshop equipment and special original equipment. The company also offers actuators, and electrification and energy management solutions as well as zero-emissions solutions. The company was formerly known as Faurecia S.E. and changed its name to Forvia SE in June 2023. Forvia SE was incorporated in 1929 and is headquartered in Nanterre, France."
Fox Factory Holding Corp. (NasdaqGS:FOXF),NasdaqGS:FOXF,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,Fox Factory Holding Corp. (NasdaqGS:FOXF) 2024 Form 10-K,"Fox Factory Holding Corp. designs, engineers, manufactures, and markets performance-defining products and system worldwide. The company offers powered vehicle products for side-by-side vehicles, on-road vehicles with and without off-road capabilities, off-road vehicles and trucks, all-terrain vehicles, snowmobiles, and specialty vehicles and applications, such as military, motorcycles, and commercial trucks; lift kits and components with shock products and aftermarket accessory packages for trucks; and mid-end and high-end front fork and rear suspension products. It also provides suspension tuning services, as well as wheels, off-road tires and accessories. In addition, the company offers mountain and gravel bike wheels, and other performance cycling components, including cranks, chainrings, pedals, bars, stems, and seat posts, as well as baseball and softball products comprising metal bats, wood bats, apparel and accessories, batting gloves, fielding gloves, and bags and protective equipment under the Marucci brand. The company serves aftermarket applications products under the BDS Suspension, Zone Offroad, JKS Manufacturing, RT Pro UTV, 4x4 Posi-Lok, Ridetech, Tuscany, Outside Van, SCA, and Custom Wheel House brands; and mountain bikes, e-bikes, and gravel bikes under the FOX, Race Face, Easton Cycling, and Marzocchi brands. Fox Factory Holding Corp. was incorporated in 2007 and is based in Duluth, Georgia."
"Friend Co.,Ltd. (SHSE:605050)",SHSE:605050,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Steel,"Friend Co.,Ltd. (SHSE:605050) - Form ","Friend Co.,Ltd. provides steel logistics supply chain services for medium and high-end automotive, home appliance, and other related enterprises. It offers procurement, processing, warehousing, trimming, packaging, transportation, and distribution services, as well as corresponding technical support services. The company provides galvanized steel, cold-rolled steel, hot-rolled steel, electrical steel, color-coated steel, aluminum sheet and other aluminum sheets, and related products. The company was founded in 2004 and is based in Shanghai, China."
Fuse Minerals Limited,-,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Diversified Metals and Mining,Fuse Minerals Limited - Form Doc,"Fuse Minerals Limited is an exploration company listed on the Australian Securities Exchange (ASX) with a focus on delivering short, medium, and long-term growth through a sustainable business plan. The company's strategy is to identify established mining companies as customers and supply them with the potential mines of the future needed to supply the green revolution. Fuse Mineralties has established a portfolio of projects in favourable geological settings with the ability to deliver deposits of copper, nickel, silver, lead, zinc, uranium, and gold. The team is led by experienced geologists and supported by members with extensive governance and corporate experience. The Mt Sydney project is situated on the complex boundary of two major tectonic units of Western Australia and features three copper\gold projects located in the Isaac region of Central Queensland."
"Garmin International, Inc.",-,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Communications Equipment,Key DevelopmentStrategic Alliances Jan-07-2020,"Garmin International, Inc. manufactures and distributes GPS navigation, consumer electronics, and communication devices for marine, automotive, outdoor recreation, aviation, and OEM applications. The company offers automotive, motorcycle, trucking, and traffic receivers; in-sports products for golfing, running, and cycling; basic handhelds, mapping handhelds, two-way radios, dog tracking systems, and electronic dog training systems; driving recorders; and devices used on water, such as sounders, fish finders, handhelds, radars, autopilots, marine chart plotters, and marine networking devices. It provides on-air devices, such as flight decks, avionics and safety, and sport aviation devices; GPS engines for transportation, recreational, and survey applications; vehicle integration boxes; GTX 23 ES remote transponders; personal navigation devices; avionics systems; helicopter terrain awareness and warning systems; and automatic dependent surveillance-broadcast solutions, solid-state pulse compression radomes, and multi-beam thru-hull mount transducers. In addition, it introduced Aerodata Runway Analysis Service for Operators in Business Aviation in two service options with one providing runway analysis, and another offering runway analysis plus obstacle clearance considerations. The company also provides Garmin HomePort for mariners; Garmin Catalyst, a real-time coaching tool and driving performance optimizer; black-box sounders and digital sonars; activity trackers; forward transducers for trolling motor; and integrated flight decks. Further, it offers marine cartography products; GPS running and triathlon watches with monitoring tools and wrist-based heart rate technology; pedal-based power meters; GPS smart watches; flight display systems; and weather and data service packages for pricing tiers. It offers its products through dealers and retail stores worldwide. Garmin International, Inc. was formerly known as Pronav International, Inc. and changed its name to Garmin International, Inc. in May 1991. The company was founded in 1989 and is based in Olathe, Kansas with offices internationally. Garmin International, Inc. has a strategic relationship with Mio Global. Garmin International, Inc. operates as a subsidiary of Garmin Ltd."
Garrett Motion Inc. (NasdaqGS:GTX),NasdaqGS:GTX,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,Garrett Motion Inc. (NasdaqGS:GTX) 2024 Form 10-K,"Garrett Motion Inc., together with its subsidiaries, designs, manufactures, and sells turbocharging, air and fluid compression, and high-speed electric motor technologies for original equipment manufacturers and distributors worldwide. The company offers cutting-edge technology for the mobility and industrial space, including light vehicles, commercial vehicles, and industrial applications. In addition, it provides mechanical and electrical products for turbocharging and boosting internal combustion engines, as well as compressing air for fuel cell compressors, and compressing refrigerant for electric cooling compressors. The company offers its products in the aftermarket through distributors. Garrett Motion Inc. was incorporated in 2018 and is based in Rolle, Switzerland."
Gauzy Ltd. (NasdaqGM:GAUZ),NasdaqGM:GAUZ,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Electronic Components,Gauzy Ltd. (NasdaqGM:GAUZ) 2024 Form 424B4,"Gauzy Ltd., an integrated light and vision control company, develops, manufactures, and supplies liquid crystal controllers and films in Israel, the United States, Europe, France, Asia, and internationally. It operates through three segments: Architecture and automotive, Safety tech, and Aeronautics. The company offers suspended particle device, liquid crystal, and films for smart glass applications, as well as camera monitoring systems, and other advanced driver assistance system solutions. It also provides glass rooftops, side windows and windshields for commercial, retail, residential, healthcare, and hospitality application; smart mirrors and safety doors for buses, coaches, recreational vehicles, and specific vehicles; and shading and cabin management systems in private and commercial aircraft and helicopters. The company was incorporated in 2009 and is based in Tel Aviv, Israel."
Gentex Corporation (NasdaqGS:GNTX),NasdaqGS:GNTX,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,Gentex Corporation (NasdaqGS:GNTX) 2024 Form 10-K,"Gentex Corporation designs, develops, manufactures, markets, and supplies digital vision, connected car, dimmable glass, and fire protection products in the United States, Germany, Japan, Mexico, Republic of Korea, and internationally. It operates through Automotive Products and Other segments. The company offers automotive products, including interior and exterior electrochromic automatic-dimming rearview mirrors, automotive electronics, and non-automatic-dimming rearview mirrors for automotive passenger cars, light trucks, pick-up trucks, sport utility vehicles, and vans for original equipment manufacturers, automotive suppliers, and various aftermarket and accessory customers. It also provides variable dimmable windows to aircraft manufacturers and airline operators. In addition, the company offers photoelectric smoke detectors and alarms, electrochemical carbon monoxide alarms and detectors, audible and visual signaling alarms, and bells and speakers used in fire detection systems in office buildings, hotels, and other commercial and residential buildings, as well as researches and develops nanofiber chemical sensing products. It sells its fire protection products directly, as well as through sales managers and manufacturer representative organizations to fire protection and security product distributors, electrical wholesale houses, and original equipment manufacturers of fire protection systems. Gentex Corporation was incorporated in 1974 and is headquartered in Zeeland, Michigan."
Gentherm Incorporated (NasdaqGS:THRM),NasdaqGS:THRM,Ford JL Limited,"Subsidiary/Investment
                         ",Supplier,Automotive Parts and Equipment,Gentherm Incorporated (NasdaqGS:THRM) 2016 Form 10-K,"Gentherm Incorporated designs, develops, manufactures, and sells thermal management and pneumatic comfort technologies in the United States and internationally. The company operates in two segments, Automotive and Medical. The Automotive segment offers climate comfort systems, which include seat heaters, blowers, and thermoelectric devices for variable temperature climate control seats and steering wheel heaters that are designed to provide thermal comfort to automobile passengers; integrated electronic components, such as electronic control units; and other climate comfort systems, including neck and shoulder conditioners and climate control system products for door panels, armrests, cupholders, and storage bins. It also provides battery performance solutions comprising cell connecting devices and battery cable technologies used for various types of automotive batteries; thermal management products for heating and cooling; and automotive electronic and software systems, including electronic control units for climate comfort systems, as well as for memory seat modules and other devices. In addition, it offers lumbar and massage comfort solutions, such as lumbar support, side bolster adjustment, multi-contour seats, and massage systems; automotive cable systems, including ready-made individual cables, and ready-to-install cable networks; and valve systems products consisting of applications that offer solutions in fuel management, and other valves for brake and engine systems. This segment serves light vehicle original equipment manufacturers and tier 1s, such as automotive seat manufacturers, and aftermarket seat distributors and installers. The Medical segment offers patient temperature management systems. The company was formerly known as Amerigon Incorporated and changed its name to Gentherm Incorporated in September 2012. Gentherm Incorporated was incorporated in 1991 and is headquartered in Northville, Michigan."
Gentherm Incorporated (NasdaqGS:THRM),NasdaqGS:THRM,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,Gentherm Incorporated (NasdaqGS:THRM) 2024 Form 10-K,"Gentherm Incorporated designs, develops, manufactures, and sells thermal management and pneumatic comfort technologies in the United States and internationally. The company operates in two segments, Automotive and Medical. The Automotive segment offers climate comfort systems, which include seat heaters, blowers, and thermoelectric devices for variable temperature climate control seats and steering wheel heaters that are designed to provide thermal comfort to automobile passengers; integrated electronic components, such as electronic control units; and other climate comfort systems, including neck and shoulder conditioners and climate control system products for door panels, armrests, cupholders, and storage bins. It also provides battery performance solutions comprising cell connecting devices and battery cable technologies used for various types of automotive batteries; thermal management products for heating and cooling; and automotive electronic and software systems, including electronic control units for climate comfort systems, as well as for memory seat modules and other devices. In addition, it offers lumbar and massage comfort solutions, such as lumbar support, side bolster adjustment, multi-contour seats, and massage systems; automotive cable systems, including ready-made individual cables, and ready-to-install cable networks; and valve systems products consisting of applications that offer solutions in fuel management, and other valves for brake and engine systems. This segment serves light vehicle original equipment manufacturers and tier 1s, such as automotive seat manufacturers, and aftermarket seat distributors and installers. The Medical segment offers patient temperature management systems. The company was formerly known as Amerigon Incorporated and changed its name to Gentherm Incorporated in September 2012. Gentherm Incorporated was incorporated in 1991 and is headquartered in Northville, Michigan."
Goodman Property Trust (NZSE:GMT),NZSE:GMT,Ford Motor Company of New Zealand Limited,"Subsidiary/Investment
                         ",Landlord,Industrial REITs,Goodman Property Trust (NZSE:GMT) - Form Doc,"GMT is an externally managed unit trust, listed on the NZX. It has a market capitalisation of around $3.0 billion, ranking it in the top 20 of all listed investment vehicles. The Trust is New Zealand’s leading warehouse and logistics space provider. It has a substantial property portfolio, with a value of $4.8 billion at 31 March 2023. The Trust also holds an investment grade credit rating of BBB from S&P Global Ratings. The Manager of the Trust is Goodman (NZ) Limited, a subsidiary of the ASX listed Goodman Group. Goodman Group is a A$80.7 billion specialist global manager of warehouse and logistics real estate."
GP Strategies Corporation,-,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Human Resource and Employment Services,GP Strategies Corporation 2021 Form 10-K,"GP Strategies Corporation provides performance improvement and learning solutions worldwide. The company offers workforce transformation services, including organizational performance solutions comprising managed learning services, digital learning strategies and content development, business consulting, and leadership development solutions; and technical performance solutions consisting of technical training and consulting services, enterprise technology adoption, and human capital management implementation services. Its workforce transformation services also include comprise automotive performance solutions, which consists of workforce development services; sales enablement solutions, including custom product sales training; and other customer loyalty and marketing related services. It serves multinational automotive manufacturers, financial services companies, technology services companies, aerospace services companies, and governmental agencies. GP Strategies Corporation was founded in 1959 and is headquartered in Columbia, Maryland. As of October 14, 2021, GP Strategies Corporation operates as a subsidiary of Learning Technologies Group plc."
Green Shift Commodities Ltd. (TSXV:GCOM),TSXV:GCOM,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Coal and Consumable Fuels,Green Shift Commodities Ltd. (TSXV:GCOM) 2022 Form Doc,"Green Shift Commodities Ltd., an exploration company, focuses on the exploration and development of uranium and related minerals in South America and Ontario. The company primarily explores for lithium and uranium deposits. Its principal project is the Armstrong Project that consisting of 90 claims covering an area of approximately 1,800 hectares located in Ontario, Canada. The company was formerly known as U308 Corp. and changed its name to Green Shift Commodities Ltd. in October 2022. Green Shift Commodities Ltd. was incorporated in 2005 and is based in Toronto, Canada."
"Grupo Bafar, S.A.B. de C.V.",-,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Packaged Foods and Meats,"Grupo Bafar, S.A.B. de C.V. 2023 Form ","Grupo Bafar, S.A.B. de C.V. produces and sells food products in Mexico and internationally. It operates through Consumer Products, Retail, International, New Fiber, Vector, Insurance, B Insurance, and Flycapital divisions. The company offers packaged meat, chicken, turkey, nuggets, tenders, and pork products; beef, salchichon, and pork and cheese; sausages, including hams and bacon under the Parma, Sabori, Country, Griller's, Country Dishes, Montebello, Bafar, Burr, Ponderosa, Perry, and Three Castles brands. It also operates BIF, Carnemart, and La Pastora stores. In addition, the company acquires, develops, and leases real estate properties. Further, it offers microcredit and business loans for commercial, agricultural, and livestock sectors. Additionally, the company offers insurance services and investments for small and medium-sized companies. The company was founded in 1983 and is based in Chihuahua, Mexico."
Gulf Oil Lubricants India Limited (NSEI:GULFOILLUB),NSEI:GULFOILLUB,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Commodity Chemicals,Gulf Oil Lubricants India Limited (NSEI:GULFOILLUB) 8/21 Form Doc,"Gulf Oil Lubricants India Limited manufactures, markets, and trades lubricating oils, greases, and other derivatives for use in the automobile and industrial sectors in India. The company offers automotive lubricants, such as engine oils, driveline fluids, brake fluids and radiator coolants, gear oils, transmission oils, and greases, as well as specialties for cars, commercial vehicles, motorcycles and scooters, and tractor farm equipment. It also provides industrial lubricants, including hydraulic, turbine, air compressor, refrigeration compressor, heat transfer, bearing and circulating, slideway lubrication, rock drill, neat cutting, rust preventive, quenching, transformer, and knitting oils; and AdBlue, a diesel exhaust fluid used in automotive sector. In addition, the company offers two-wheeler batteries; and marine lubricants. It also exports its products to approximately 25 countries. The company was formerly known as Hinduja Infrastructure Limited and changed its name to Gulf Oil Lubricants India Limited in September 2013. Gulf Oil Lubricants India Limited was incorporated in 2008 and is based in Mumbai, India. Gulf Oil Lubricants India Limited is a subsidiary of Gulf Oil International (Mauritius) Inc."
"Hanil Forging Industrial Co., Ltd. (KOSDAQ:A024740)",KOSDAQ:A024740,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Automotive Parts and Equipment,"Hanil Forging Industrial Co., Ltd. (KOSDAQ:A024740) - Form ","Hanil Forging Industrial Co., Ltd. produces and supplies automobile components in South Korea and internationally. The company provides bevel gear, hypoid gear pinion, and axle shaft. It also offers slip and yube yoke, speed gear; counter shaft, spider steering, and differential gear. In addition, the company provides screw press and hydraulic line, upsetter, hydraulic hammer; cold forging, warm forging press line, and processing equipment. Further, it produces and supplies weapon, rocket bullet, mortar shell, air drop bomb, howitzer, and tank shell for defense sector. Additionally, the company offers rod, pinion shaft, and body cylinder for industrial sector. Hanil Forging Industrial Co., Ltd. was founded in 1966 and is headquartered in Jincheon-eup, South Korea."
"Hankook Tire & Technology Co., Ltd. (KOSE:A161390)",KOSE:A161390,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Tires and Rubber,"Hankook Tire & Technology Co., Ltd. (KOSE:A161390) - Form Doc","Hankook Tire & Technology Co., Ltd. manufactures and sells tires worldwide. It offers tires for electric vehicles, passenger cars, SUVs, light trucks, buses, and trucks under the iON, Ventus, Dynapro, Kinergy, Winter i*cept & Winter i*pike, and Smart brands. The company was formerly known as Hankook Tire Co., Ltd. and changed its name to Hankook Tire & Technology Co., Ltd. in May 2019. The company was founded in 1941 and is headquartered in Seongnam, South Korea."
"Han's Laser Technology Industry Group Co., Ltd. (SZSE:002008)",SZSE:002008,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Industrial Machinery and Supplies and Components,"Han's Laser Technology Industry Group Co., Ltd. (SZSE:002008) - Form ","Han's Laser Technology Industry Group Co., Ltd. engages in the research and development, production, and sale of laser processing equipment in the People’s Republic of China and internationally. The company offers ultraviolet and ultrafast lasers, high power fiber lasers, medium and low power CO2 lasers, and pulsed fiber lasers, as well as laser devices, general motion control systems, galvanometers, vibrating mirrors, and servo motors. It also provides special laser marking equipment, laser welding equipment, laser drilling equipment, waterproof and airtight testing equipment, CNC numerical control machine beds, laser direct imaging equipment, forming equipment and testing equipment; and homogenization, mixing, coating, rolling, die cutting, slitting, winding/stacking, battery assembly, baking, liquid injection, chemical composition, etc. In addition, the company offers laser boron doping equipment, plasma enhanced strong vapor deposition equipment, low pressure chemical vapor deposition equipment, diffusion, oxidation, and annealing furnace, and non-destructive scribing machine, scribing and welding integrated machine, etc.; laser surface cutting, laser internal modification cutting equipment, knife wheel cutting equipment, and other front-end wafer cutting equipment; and wire bonding equipment, solid crystal equipment, test tape equipment, and other back-end packaging and testing equipment. Its products are primarily used in the electronics and semiconductor, mechanical hardware, new energy, packaging industry, brittle material industry, auto industry, sheet metal, and other applications. The company also provides equipment installation and after sales services. The company was formerly known as Han's Laser Technology Co., Ltd. and changed its name to Han's Laser Technology Industry Group Co., Ltd. in November 2014. Han's Laser Technology Industry Group Co., Ltd. was founded in 1996 and is headquartered in Shenzhen, the People’s Republic of China."
Healwell AI Inc. (TSX:AIDX),TSX:AIDX,"Ford Motor Company of Canada, Limited","Subsidiary/Investment
                         ",Supplier,Health Care Services,Healwell AI Inc. (TSX:AIDX) 2023 Form Doc,"Healwell AI Inc., a healthcare technology company, focuses on AI and data science for preventative care. It offers AI-enabled decision support platform for healthcare providers. Healwell AI Inc. has a strategic alliance agreement with WELL Health Technologies Corp to enhance the growth and development of AI-enabled healthcare technologies. The company was formerly known as MCI Onehealth Technologies Inc. and changed its name to Healwell AI Inc. in October 2023. Healwell AI Inc. was incorporated in 2012 and is headquartered in Toronto, Canada."
Hexagon Purus ASA (OB:HPUR),OB:HPUR,Ford Motor Company (NYSE:F),"Self
                         ",Supplier,Construction Machinery and Heavy Transportation Equipment,Hexagon Purus ASA (OB:HPUR) 2024 Form ,"Hexagon Purus ASA provides hydrogen and battery energy storage solutions. The company offers hydrogen high-pressure type 4 cylinders, hydrogen fuel storage systems, and hydrogen distribution systems. It also provides battery electric solutions for fuel cell electric and battery electric vehicles. The company serves passenger vehicle, medium- and heavy-duty, light-duty, distribution systems, stationary storage, rail, maritime, off-highway vehicles, bus, aerospace, and aviation markets. It operates in Norway, rest of Europe, North America, Latin America, the Caribbean, Asia, Australia/Oceania, and internationally. Hexagon Purus ASA was incorporated in 2017 and is headquartered in Oslo, Norway."
